Name	Start	Duration	Time Format	Type	Description
ラグビー	1:28:54.023	0:00.000	decimal	Cue	
家で	1:23:37.023	0:00.000	decimal	Cue	
勉強の仕方	1:07:58.023	0:00.000	decimal	Cue	
英語	46:26.000	0:00.000	decimal	Cue	
船のお仕事	41:43.000	0:00.000	decimal	Cue	
士官	41:10.000	0:00.000	decimal	Cue	
コロナ	33:28.000	0:00.000	decimal	Cue	
鉄鉱石	11:16.000	0:00.000	decimal	Cue	
ドイツ	8:09.000	0:00.000	decimal	Cue	
すぐる	0:00.000	0:00.000	decimal	Cue	
