Name	Start	Duration	Time Format	Type	Description
国際試合	0:00.000	0:00.000	decimal	Cue	
国際交流の３パターン	13:23.075	0:00.000	decimal	Cue	
ラグビーW杯	14:33.041	0:00.000	decimal	Cue	
