Name	Start	Duration	Time Format	Type	Description
国際大会で役立つ国際交流：行列編	0:00.000	0:00.000	decimal	Cue	
シーン：ラグビー村	8:55.000	0:00.000	decimal	Cue	
シーン：優勝カップの前で	20:52.344	0:00.000	decimal	Cue	
