Name	Start	Duration	Time Format	Type	Description
MPP	2:16:14.086	0:00.000	decimal	Cue	
クリスティアーノ・ロナウド	2:13:46.407	0:00.000	decimal	Cue	
アメリカのHipHopを聴け	2:02:58.436	0:00.000	decimal	Cue	
青汁王子	1:58:49.895	0:00.000	decimal	Cue	
祭りと統治	1:47:09.573	0:00.000	decimal	Cue	
有名人に対しての暴力	1:28:57.276	0:00.000	decimal	Cue	
フルムーンパーティー	1:08:31.256	0:00.000	decimal	Cue	
祭りを殺すネット	1:02:53.538	0:00.000	decimal	Cue	
W杯:地球単位の祭り	49:46.138	0:00.000	decimal	Cue	
祭りと定住	38:14.965	0:00.000	decimal	Cue	
祭りに行かなくなった	28:47.777	0:00.000	decimal	Cue	
祭りと神輿	21:12.435	0:00.000	decimal	Cue	
十二日まち	8:10.415	0:00.000	decimal	Cue	
W杯と祭り	0:00.000	0:00.000	decimal	Cue	
