Name	Start	Duration	Time Format	Type	Description
スーパーボウル2月8日8時半から(日本時間)	2:25:47.511	0:00.000	decimal	Cue	
QBを守る・ライン	2:18:09.446	0:00.000	decimal	Cue	
なんでも屋・タイトエンド(TE)	2:13:21.617	0:00.000	decimal	Cue	
初心者はどこをみるべき？	2:09:07.181	0:00.000	decimal	Cue	
トム・ブレイディ(GOAT)	1:52:29.092	0:00.000	decimal	Cue	
面白いリーグにするために	1:48:10.339	0:00.000	decimal	Cue	
ドラフト	1:45:29.815	0:00.000	decimal	Cue	
NFLとビジネス	1:43:11.937	0:00.000	decimal	Cue	
ハーフタイムショー	1:36:18.338	0:00.000	decimal	Cue	
見どころ②守備	1:31:08.604	0:00.000	decimal	Cue	
見どころ①QB	1:19:41.581	0:00.000	decimal	Cue	
スーパーボウル展望	1:16:50.253	0:00.000	decimal	Cue	
アメフトの混沌	1:08:57.460	0:00.000	decimal	Cue	
アメフトの秩序	1:01:52.528	0:00.000	decimal	Cue	
スーパーボウル　	58:11.565	0:00.000	decimal	Cue	
得点のとり方	36:39.914	0:00.000	decimal	Cue	
アメフトのルール	28:12.020	0:00.000	decimal	Cue	
アメフトとラグビーの違い	13:43.604	0:00.000	decimal	Cue	
アメフトとは	2:06.486	0:00.000	decimal	Cue	
てぃまプレゼンツ・アメフトの魅力	0:00.000	0:00.000	decimal	Cue	
