Name	Start	Duration	Time Format	Type	Description
レッズ	1:20:18.864	0:00.000	decimal	Cue	
帰省	1:14:12.114	0:00.000	decimal	Cue	
ソウルフード	1:04:58.640	0:00.000	decimal	Cue	
北を意識する	58:20.758	0:00.000	decimal	Cue	
街	48:28.411	0:00.000	decimal	Cue	
旅	38:24.745	0:00.000	decimal	Cue	
食	33:00.000	0:00.000	decimal	Cue	
前回から	26:13.694	0:00.000	decimal	Cue	
ひろゆき	16:54.574	0:00.000	decimal	Cue	
TikTokは現代版パチンコ	14:04.363	0:00.000	decimal	Cue	
SNS	8:48.510	0:00.000	decimal	Cue	
WinWinWin	4:25.000	0:00.000	decimal	Cue	
Clubhouse	0:00.100	0:00.000	decimal	Cue	
