Name	Start	Duration	Time Format	Type	Description
James Joyce	2:32:23.244	0:00.000	decimal	Cue	
多言語多文化	2:21:06.391	0:00.000	decimal	Cue	
夏旅行・チューリッヒ	2:08:06.891	0:00.000	decimal	Cue	
夏旅行・コルマール	1:52:13.539	0:00.000	decimal	Cue	
夏旅行・ボン	1:43:47.307	0:00.000	decimal	Cue	
夏旅行・ロンドン（二日目）	1:26:25.007	0:00.000	decimal	Cue	
夏旅行・ロンドン（一日目）	1:12:31.834	0:00.000	decimal	Cue	
印象に残らなかった街	1:07:25.250	0:00.000	decimal	Cue	
誕生日パーティ	58:00.000	0:00.000	decimal	Cue	
夏旅行・ナント	44:02.033	0:00.000	decimal	Cue	
ルームシェア	31:21.184	0:00.000	decimal	Cue	
引っ越し	23:04.850	0:00.000	decimal	Cue	
モントリオール 	12:12.191	0:00.000	decimal	Cue	
無くし物	0:00.000	0:00.000	decimal	Cue	
