Name	Start	Duration	Time Format	Type	Description
残り3％	38:30.000	0:00.000	decimal	Cue	
ガーナのビジネスにレバノン人の姿	35:50.039	0:00.000	decimal	Cue	
ガーナに住んで考え方の変化	32:42.436	0:00.000	decimal	Cue	
ジャッキー・チェンのアレ	29:01.326	0:00.000	decimal	Cue	
ガーナの上昇思考	26:52.145	0:00.000	decimal	Cue	
ガーナのラウンドワン	24:17.734	0:00.000	decimal	Cue	
ガーナ1年目を振り返って	21:15.939	0:00.000	decimal	Cue	
千原せいじとガーナ	16:50.000	0:00.000	decimal	Cue	
ガーナでクラファン	7:23.889	0:00.000	decimal	Cue	
Kento近況	3:37.978	0:00.000	decimal	Cue	
鼻手術	0:00.000	0:00.000	decimal	Cue	
