Name	Start	Duration	Time Format	Type	Description
フランス語	1:14:05.535	0:00.000	decimal	Cue	
美化されたヨーロッパ	1:08:12.135	0:00.000	decimal	Cue	
お仕事	1:02:44.637	0:00.000	decimal	Cue	
ニュース	57:58.267	0:00.000	decimal	Cue	
結婚・子ども	51:53.114	0:00.000	decimal	Cue	
ナントのプロ	38:06.139	0:00.000	decimal	Cue	
佐伯ポインティ	35:11.559	0:00.000	decimal	Cue	
Netflix	28:05.000	0:00.000	decimal	Cue	
語学	20:01.020	0:00.000	decimal	Cue	
Gotaにききたかったことリスト	11:25.917	0:00.000	decimal	Cue	
ナント関係者	0:00.000	0:00.000	decimal	Cue	
