Name	Start	Duration	Time Format	Type	Description
エンディング	1:45:15.730	0:00.000	decimal	Cue	
モダンなロゴ	1:28:35.895	0:00.000	decimal	Cue	
雨上がりのピッチに虹をかける	1:13:53.437	0:00.000	decimal	Cue	
インテル・ミラノ新ロゴ	1:08:13.383	0:00.000	decimal	Cue	
ブラインドサッカー菊島宙	35:45.700	0:00.000	decimal	Cue	
お祭りとして	26:43.280	0:00.000	decimal	Cue	
Hot Week News - 聖火リレー	10:49.317	0:00.000	decimal	Cue	
郡山を獲った男のありがたいお言葉	6:53.768	0:00.000	decimal	Cue	
新居	0:00.000	0:00.000	decimal	Cue	
