Name	Start	Duration	Time Format	Type	Description
入場者クイズ	0:09.460	0:00.000	decimal	Cue	
ブンデスリーガ三部	8:33.088	0:00.000	decimal	Cue	
ブンデスリーガ二部	13:30.939	0:00.000	decimal	Cue	
ブンデスリーガ一部	18:13.450	0:00.000	decimal	Cue	
