Name	Start	Duration	Time Format	Type	Description
プレミア延期	1:22:25.000	0:00.000	decimal	Cue	
Gotaman Sachsの得失点差	1:11:57.119	0:00.000	decimal	Cue	
全家かわいそう	1:06:44.374	0:00.000	decimal	Cue	
ETERNAL GYANから国民を守る党	56:03.531	0:00.000	decimal	Cue	
不思議なチェルシー	45:03.887	0:00.000	decimal	Cue	
来シーズン誰持ち越す？: ポープンミン	40:08.007	0:00.000	decimal	Cue	
スカッド確認: hoge	32:37.695	0:00.000	decimal	Cue	
来シーズン誰持ち越す？: ポープンミン	23:51.763	0:00.000	decimal	Cue	
スカッド確認: ポープンミン	18:53.075	0:00.000	decimal	Cue	
今シーズンのポープンミン	12:12.169	0:00.000	decimal	Cue	
今シーズンのhoge	2:22.832	0:00.000	decimal	Cue	
プレミアリーグ	0:00.000	0:00.000	decimal	Cue	
