Name	Start	Duration	Time Format	Type	Description
おたより募集してます	2:29:54.941	0:00.000	decimal	Cue	
AI	2:01:26.215	0:00.000	decimal	Cue	
国と性格	1:49:10.058	0:00.000	decimal	Cue	
ミスった人へ	1:46:00.878	0:00.000	decimal	Cue	
ゴシップってどう？	1:19:07.176	0:00.000	decimal	Cue	
ゴシップ	1:01:47.615	0:00.000	decimal	Cue	
K1とボクシングの違い	49:51.732	0:00.000	decimal	Cue	
UFC	43:17.787	0:00.000	decimal	Cue	
フランス留学	36:09.130	0:00.000	decimal	Cue	
ポーカー	32:22.694	0:00.000	decimal	Cue	
スポーツデータ	28:50.513	0:00.000	decimal	Cue	
ホワイト・ブラック	14:27.286	0:00.000	decimal	Cue	
とくのう	13:23.895	0:00.000	decimal	Cue	
ANTCICADA	7:55.832	0:00.000	decimal	Cue	
きっかけ	3:58.067	0:00.000	decimal	Cue	
あたかも	0:00.000	0:00.000	decimal	Cue	
