Name	Start	Duration	Time Format	Type	Description
ポーランドサッカーのポッドキャストに出てきた話	0:00.000	0:00.000	decimal	Cue	
ディス・イズ・ザ・デイ	21:19.042	0:00.000	decimal	Cue	
