Name	Start	Duration	Time Format	Type	Description
白戸：癖時間軸賞	0:00.549	0:00.000	decimal	Cue	
近藤：どんでん返し賞	8:18.416	0:00.000	decimal	Cue	
白戸：おうちタイム賞	18:04.416	0:00.000	decimal	Cue	
