Name	Start	Duration	Time Format	Type	Description
スポーツ映画	1:52:00.000	0:00.000	decimal	Cue	
ハリー・ポッター	1:23:32.367	0:00.000	decimal	Cue	
映画	33:37.678	0:00.000	decimal	Cue	
