Name	Start	Duration	Time Format	Type	Description
語学学習	42:40.000	0:00.000	decimal	Cue	
イギリスに行くつもりだった	31:12.138	0:00.000	decimal	Cue	
新卒〜	24:23.313	0:00.000	decimal	Cue	
慶大卒25歳、家無し金無し仕事無し	15:23.271	0:00.000	decimal	Cue	
ドイツ	2:16.997	0:00.000	decimal	Cue	
一年半ぶり	0:00.000	0:00.000	decimal	Cue	
