Name	Start	Duration	Time Format	Type	Description
ボクらの監督	32:55.933	0:00.000	decimal	Cue	
WOWOW	29:09.646	0:00.000	decimal	Cue	
ブンデスリーガ	16:26.550	0:00.000	decimal	Cue	
ドイツ - DFBポカール	0:00.000	0:00.000	decimal	Cue	
