Name	Start	Duration	Time Format	Type	Description
試合前演奏	43:37.747	0:00.000	decimal	Cue	
大衆心理か運営不手際か	33:37.980	0:00.000	decimal	Cue	
地図見ながら経緯説明	24:06.883	0:00.000	decimal	Cue	
CL決勝のカオス	16:03.580	0:00.000	decimal	Cue	
レアルマドリッドCL制覇	5:45.361	0:00.000	decimal	Cue	
新小岩にトレゼゲ	0:00.000	0:00.000	decimal	Cue	
