Name	Start	Duration	Time Format	Type	Description
ヨーロッパ	31:47.999	0:00.000	decimal	Cue	
ノルウェーのオルンガ	27:42.104	0:00.000	decimal	Cue	
カスパーユンカー	26:02.168	0:00.000	decimal	Cue	
エリートリーグ	22:25.903	0:00.000	decimal	Cue	
J1 第5節浦和vs鹿島	7:42.593	0:00.000	decimal	Cue	
ここまでの浦和レッズふりかえり	0:00.000	0:00.000	decimal	Cue	
