Name	Start	Duration	Time Format	Type	Description
サンダーランド・英サッカー	1:00:13.334	0:00.000	decimal	Cue	
リーグ1	57:08.194	0:00.000	decimal	Cue	
LaLiga最終節	54:04.929	0:00.000	decimal	Cue	
ブンデスリーガ2部・グロイター・フュルト	51:08.751	0:00.000	decimal	Cue	
浦和・彩艶	35:08.872	0:00.000	decimal	Cue	
浦和・俺たちの酒井	27:55.425	0:00.000	decimal	Cue	
浦和・柴戸完全体	20:15.254	0:00.000	decimal	Cue	
浦和・工藤	17:45.491	0:00.000	decimal	Cue	
浦和・ユンカー	9:11.417	0:00.000	decimal	Cue	
戦術ブロガーYuda	0:00.000	0:00.000	decimal	Cue	
