Name	Start	Duration	Time Format	Type	Description
おたより: 三笘のすごさ	1:02:15.238	0:00.000	decimal	Cue	
ブライトン	41:05.000	0:00.000	decimal	Cue	
ASローマ vs フィオレンティーナ	18:28.636	0:00.000	decimal	Cue	
FCケルンU21 vs FCデューレン	15:05.822	0:00.000	decimal	Cue	
おたより: Talk now, Listen now	8:04.243	0:00.000	decimal	Cue	
音楽	0:00.000	0:00.000	decimal	Cue	
